num,URL,title,abstract
229,https://openreview.net/forum?id=LDXkb4hzHo,Representation Regularization in Distributional Reinforcement Learning,This paper proposes a regularization method for \emph{categorical distributional reinforcement learning} by generalizing the standard projection step to redistribute probability mass across multiple neighboring support locations using higher-order cardinal B-splines. The resulting operator induces a parameterized regularization of the categorical return representation. We establish convergence guarantees for the corresponding projected distributional Bellman operator in the policy evaluation setting. The proposed approach yields a more dispersed representation of the return distribution. This can be interpreted as an uncertainty-aware modeling choice or as an explicit regularization mechanism that may improve training performance. We demonstrate these effects empirically in both evaluation and control settings
231,https://openreview.net/forum?id=sDoAsCV4bv,Strategically-Linked Decisions in Long-Term Planning and Reinforcement Learning,"Long-term planning, as in reinforcement learning (RL), is often hard to make interpretable to humans as it involves strategies: collections of actions that work toward a goal with potentially complex dependencies. In particular, some actions are taken at the expense of short-term benefit to enable future actions with even greater returns. In this paper, we quantify such dependencies between planned actions with strategic link scores: the drop in the likelihood of an earlier action under the constraint that a follow-up action is no longer available. We use strategic link scores to (i) explain black-box RL agents by identifying strategically-linked pairs among decisions they make, and (ii) improve the worst-case performance of decision support systems by distinguishing whether recommended actions can be adopted as standalone improvements, or whether they are strategically linked hence require a commitment to a broader strategy to be effective. We demonstrate these use cases with maze-solving and chess-playing examples as well as simulated healthcare, traffic, and crisis negotiation environments."
237,https://openreview.net/forum?id=K2CEJU4cqm,Reward Design Agent for Reinforcement Learning,"Reinforcement learning has enabled the acquisition of impressive robotic skills, but typically requires hand-crafted reward functions that are slow to design and difficult to align with human intentions.
Recent work, such as Eureka, automates reward design by using LLM to iteratively generate and refine reward code from task descriptions. However, they rely on coarse feedback signals such as success rate, which provide little semantic insight into the learned behavior. As a result, while their trained policies achieve the final goal, they are frequently poorly aligned with task instructions.
We introduce the Reward Design Agent (RDA), a VLM-based agentic framework that injects semantic understanding into reward design. 
RDA decomposes tasks, visually evaluates trajectories, summarizes failure modes, and iteratively revises reward code to better align with task instructions. Across 12 tabletop manipulation tasks from ManiSkill and 4 whole-body manipulation tasks from HumanoidBench, RDA produces policies that are substantially more instruction-aligned than those trained by other baselines, while achieving comparable task success rates."
244,https://openreview.net/forum?id=TMfub7apzD,Safe Flow Q-Learning: Offline Safe Reinforcement Learning with Reachability-Based Flow Policies,"Offline safe reinforcement learning (RL) aims to learn policies that maximize task reward while satisfying safety constraints, using only a fixed dataset of previously collected interactions. A central challenge is that offline datasets often contain complex, multimodal action distributions arising from mixed behaviors or multiple demonstrators that simple parametric policies such as Gaussians fail to capture, leading to poor constraint satisfaction and suboptimal performance. Expressive generative models like diffusion policies can represent such distributions, but their iterative, multi-step sampling makes them impractical for the real-time decision-making required in safety-critical applications. In this work, we propose \textbf{Safe Flow Q-Learning (Safe-FQL)}, a simple and effective method that extends Flow Q-Learning (FQL) to the safe offline RL setting. Safe-FQL learns a Hamilton-Jacobi (HJ) reachability-inspired safety value function that characterizes the largest set of states and actions satisfying safety constraints via a self-consistency Bellman equation. A flow-matching policy is trained via behavioral cloning on the offline data and then distilled into an efficient one-step policy that maximizes task reward while remaining within the identified safe set, retaining the expressiveness of generative models without incurring iterative inference costs at deployment. Since both the safety value function and the policy are learned from a fixed dataset, approximation errors can compromise safety guarantees. To address this, we introduce a conformal prediction (CP) calibration step that quantifies these learning errors and corrects them by adjusting the safety threshold, ensuring that the deployed policy satisfies constraints with a user-specified confidence level. We evaluate Safe-FQL on boat navigation and all Safety Velocity Gymnasium-based MuJoCo tasks, demonstrating that it matches or exceeds the task performance of prior offline safe RL methods while significantly reducing constraint violations and maintaining calibrated safety coverage across varying dataset compositions and constraint difficulties."
255,https://openreview.net/forum?id=iqTFMoSXmR,A Causality-Inspired Spatial-Temporal Return Decomposition Approach for Multi-Agent Reinforcement Learning,"Multi-agent reinforcement learning (MARL) has been largely developed to solve multi-agent cooperation problems. However, it remains insufficiently developed for explaining decision-making processes. This challenge becomes particularly pronounced with delayed rewards, especially episodic ones, as credit allocation must be accounted for along both the temporal and spatial axes involving multiple agents.
In this paper, we propose a \textbf{CA}usally-inspired \textbf{S}patial-\textbf{T}emporal return decomposition method, named \textbf{CAST}, to tackle episodic reward in cooperative MARL. We provide interpretable return decomposition and allow the complexity of multi-agent dynamics by relaxing the common assumption.
Specifically, along the temporal dimension, episodic long-term return satisfies a linear summation of team rewards from all time steps. More interestingly, in the spatial dimension, beyond a simple linear summation of individual rewards, team rewards are allowed to be general nonlinear mixtures of individual rewards, facilitating more reasonable and precise credit allocation. We theoretically show that, under the proposed framework, the team rewards, individual rewards, and underlying causal relationships are identifiable, which naturally introduces additional structure constraints to enhance the interpretability of reward redistribution. 
Our experiments demonstrate state-of-the-art results in MPE and its variants, and the provided visualization of the causal structure demonstrates the interpretability of our method."
259,https://openreview.net/forum?id=okq9kUJslY,Simple Recipe Works: Vision-Language-Action Models are Natural Continual Learners with Reinforcement Learning,"Continual Reinforcement Learning (CRL) for Vision-Language-Action (VLA) models is a promising direction toward self-improving embodied agents that can adapt in open-ended, evolving environments. However, conventional wisdom from continual learning suggests that naive Sequential Finetuning (Seq FT) leads to catastrophic forgetting, necessitating complex CRL strategies. In this work, we take a step back and conduct a systematic study of parameter-efficient CRL for large pretrained VLAs across three models and five challenging lifelong RL benchmarks. Our findings are surprising: contrary to established belief, simple Seq FT with low-rank adaptation (LoRA) is remarkably strong: it achieves high plasticity, exhibits little to no forgetting, and retains strong zero-shot generalization, frequently outperforming more sophisticated CRL methods. Through detailed analysis, we show that this robustness arises from a synergy between large-scale pretraining, parameter-efficient adaptation, and on-policy RL. Together, these components reshape the stability–plasticity trade-off, making continual adaptation both stable and scalable. Our results position sequential finetuning as a powerful method for continual RL with VLAs and provide new insights into lifelong learning in the large model era."
260,https://openreview.net/forum?id=3P2GJSvuIJ,Supervised Reward Inference,"Existing approaches to reward inference from behavior typically assume that humans provide demonstrations according to specific models of behavior. However, humans often indicate their goals through a wide range of behaviors, from actions that are suboptimal due to poor planning or execution to behaviors which are intended to communicate goals rather than achieve them. One existing solution for inferring rewards from arbitrary behavior is to construct a dataset of behavior paired with _known_ rewards, and to learn the mapping from behavior to rewards; however, prior methods in this family face notable limitations, such as restrictions to tabular settings. Given such a dataset, we propose instead that supervised learning offers a parsimonious yet powerful way to infer rewards, and term this approach Supervised Reward Inference (SRI). Theoretically, we prove that SRI is asymptotically Bayes-optimal under mild assumptions. Empirically, SRI achieves near-ceiling performance on a prior benchmark for reward inference from suboptimal behavior, while maintaining strong performance on Meta-World robotics tasks with arbitrarily suboptimal demonstrations. Finally, we demonstrate our framework's universality with straightforward generalizations to action- and goal-prediction."
266,https://openreview.net/forum?id=pdbsun6gys,Minimal Ingredients for Reward Assignment from Expert Demonstrations,"Reward assignment from scarce demonstrations is a key challenge in both offline and online imitation learning. A common and intuitive strategy assigns rewards according to how closely learner trajectories match expert demonstrations. Although this principle underlies many existing methods, the core ingredients that drive performance remain systematically underexplored. We therefore ask: what is the minimal structure that reward assignment must encode to achieve effective downstream RL performance across settings? We approach this question along two design axes: _proximity approximation_ and _temporal alignment_. Across 32 benchmarks spanning offline and online settings, and with three downstream RL algorithms, our empirical findings suggest: (1) In offline regimes, proximity alone captures the reward structure necessary for effective offline RL, while (2) lightweight temporal correspondence provides consistent gains that are modest offline but essential online or in the presence of multiple demonstrations. We further complement our offline results with a lightweight theory characterizing when simple proximity approximation suffices. Overall, these findings advocate algorithmic minimalism in reward design before introducing complex schemes in both offline and online imitation learning."
269,https://openreview.net/forum?id=AuOMh01qV0,Solvable models of learning to pursue a moving target,"Agents tasked with intercepting a moving target must learn how to reach their target, and how to do so efficiently. As observers of animal pursuit behavior have noticed, different strategies are possible: on one extreme, the agent reactively moves toward the target's current location; on the other, the agent predicts the target's future location and moves directly there. Motivated by the desire to understand how such strategies might be learned, we introduce a continuous-time linear-quadratic model of open-loop target pursuit whose optimal control strategies interpolate between these possibilities. Usefully, a small number of interpretable parameters control which type of strategy is optimal, and it is possible to derive closed-form solutions for optimal strategies, policy learning dynamics, and value learning dynamics. Exploiting our model's linear structure, we find that the time scales of learning precisely correspond to the eigenvalues of certain matrices, and that relevant eigenvalue spectra generically have a gap. We show that this gap indicates that agents tend to learn how to reach their target before optimizing their movement. Our results provide a detailed mathematical characterization of pursuit behavior and its learning dynamics, which can both serve as a benchmark for empirical work, and as a foundation for more elaborate theoretical treatments of pursuit."
271,https://openreview.net/forum?id=awHsss0Pye,Shielded Controller Units for RL with Operational Constraints Applied to Remote Microgrids,"Reinforcement learning (RL) is a powerful framework for optimizing decision-making in complex systems under uncertainty, a key challenge in real-world settings such as the energy transition. A representative example is remote microgrids that supply power to communities disconnected from the main grid. Enabling the energy transition in such systems requires coordinated control of wind turbines, fuel generators, and batteries to meet demand while minimizing fuel consumption and battery degradation under uncertain load and wind conditions. These systems must comply with extensive regulations and operational constraints, requiring interpretable guarantees when deploying RL agents. In this paper, we introduce Shielded Controller Units (SCUs), a systematic and interpretable approach that leverages prior knowledge of system dynamics to ensure constraint satisfaction. Our shield synthesis methodology decomposes the environment into a hierarchy where each SCU explicitly manages a subset of constraints. We demonstrate the effectiveness of SCUs on a remote microgrid optimization task with strict operational requirements. The resulting RL agent achieves a 24\% reduction in fuel consumption without increasing battery degradation, outperforming current industry heuristics and standard constrained RL baselines while satisfying all constraints. We hope SCUs facilitate the safe deployment of RL agents. All code and supporting data will be open-sourced upon acceptance."
272,https://openreview.net/forum?id=MgLQ7ZsxAo,Adaptive Critic Shaping for Reinforcement Learning with Temporal Logic Constraint,"Temporal logic (TL) provides a flexible and expressive language for specifying complex task requirements that are often difficult to encode using scalar reward functions alone. Recently, there has been growing interest in reinforcement learning (RL) algorithms designed to solve tasks defined by TL specifications. However, many real-world applications require the simultaneous satisfaction of logical constraints and the optimization of environmental rewards, a setting in which TL alone is insufficient to capture both objectives. Consequently, it is essential to develop an RL framework capable of enforcing TL constraints while maximizing scalar returns, i.e. accumulated rewards, of the environment. This constrained optimization problem is particularly challenging in deep RL, where sparse TL satisfaction signals and competing environmental rewards often lead policies to disregard logical constraints. To address these challenges, we propose a novel adaptive critic shaping method to guide policy learning toward achieving both objectives. By decomposing TL constraints into sequential stages, the proposed method employs the max operator to directly shape the critic values of key states for achieving every stage, preventing the constraint satisfaction from being distracted by environmental rewards. Inspired by PID control, we further introduce an adaptive tuning mechanism that dynamically adjusts the shaped critic values, balancing the satisfaction of TL constraint and maximization of the environmental rewards. In addition, we formulate a sum-max RL framework and establish a theoretical guaranty on the convergence of the proposed method in stochastic environments. Empirical evaluations demonstrate that the proposed algorithm substantially outperforms existing reward-shaping methods in terms of both constraint satisfaction efficiency and environmental reward maximization."
274,https://openreview.net/forum?id=DL3lTbg1Sm,Weight a moment: risk-aware exploration with Bayes,"Distributional reinforcement learning (DRL) conventionally models objective uncertainty in the return distributions from states, allowing important quantities to be computed such as risk-sensitive policies. Bayesian approaches additionally quantify subjective, or epistemic, uncertainty and can therefore provide principled signals for exploration. However, most Bayesian value-based reinforcement learning algorithms, such as the seminal Bayesian Q-learning (BQL), rely on restrictive likelihood assumptions to remain tractable. This severely constrains the set of approximating return distributions, and thus the risk-relevant statistics they can represent. Due to these limitations, Bayesian risk-sensitive exploration has been relatively underexplored. We propose a Bayesian DRL algorithm which maintains and updates a full posterior belief over finite-dimensional mean embeddings of the return distribution, chosen to capture higher-order moments and admit Bellman-consistent propagation. This representation allows us to generalize the value of perfect information exploration policy that BQL employs to moment-based risk objectives, enabling exploration that explicitly trades off epistemic uncertainty and risk. As we show in simulations, our algorithm learns more accurate approximations to return distributions compared to BQL, and the resulting risk-sensitive exploration improves control performance over a matched non-Bayesian DRL baseline."
275,https://openreview.net/forum?id=zj1kZj59TA,When Do We Need LLMs? A Diagnostic for Language-Driven Bandits,"We study Contextual Multi-Armed Bandits (CMABs) for non-episodic sequential decision making problems where the context includes both textual and numerical information (e.g., recommendation systems, dynamic portfolio adjustments, offer selection; all frequent problems in finance). While Large Language Models (LLMs) are increasingly applied to these settings, utilizing LLMs for reasoning at every decision step is computationally expensive and uncertainty estimates are difficult to obtain. To address this, we introduce LLMP-UCB, a bandit algorithm that derives uncertainty estimates from LLMs via repeated inference. However, our experiments demonstrate that lightweight numerical bandits operating on text embeddings (dense or Matryoshka) match or exceed the accuracy of LLM-based solutions at a fraction of their cost. We further show that embedding dimensionality is a practical lever on the exploration--exploitation balance, enabling cost–performance tradeoffs without prompt complexity. Finally, to guide practitioners, we propose a geometric diagnostic based on the arms' embedding to decide when to use LLM-driven reasoning versus a lightweight numerical bandit. Our results provide a principled deployment framework for cost-effective, uncertainty-aware decision systems with broad applicability across AI use cases."
276,https://openreview.net/forum?id=mojTAFkn2o,Uncertainty-Aware Predictive Safety Filters for  Probabilistic Neural Network Dynamics,"Predictive safety filters (PSFs) leverage model predictive control to enforce constraint satisfaction during deep reinforcement learning (RL) exploration, yet their reliance on first-principles models or Gaussian processes limits scalability and broader applicability. Meanwhile, model-based RL (MBRL) methods routinely employ probabilistic ensemble (PE) neural networks to capture complex, high-dimensional dynamics from data with minimal prior knowledge. However, existing attempts to integrate PEs into PSFs lack rigorous uncertainty quantification. We introduce the Uncertainty-aware Predictive Safety Filter (UPSi), a PSF that provides rigorous safety predictions using PE dynamics models by formulating future outcomes as reachable sets. UPSi introduces an explicit certainty constraint that prevents model exploitation and integrates seamlessly into common MBRL frameworks. We evaluate UPSi within Dyna-style MBRL on standard safe RL benchmarks and report substantial improvements in exploration safety over prior neural network PSFs while maintaining performance on par with standard MBRL. UPSi bridges the gap between the scalability and generality of modern MBRL and the safety guarantees of predictive safety filters."
284,https://openreview.net/forum?id=2kTxp39m5g,Discovering Reinforcement Learning Interfaces with Large Language Models,"Reinforcement learning systems rely on environment interfaces that specify observations and reward functions, yet constructing these interfaces for new tasks often requires substantial manual effort. While recent work has automated reward design using large language models (LLMs), these approaches assume fixed observations and do not address the broader challenge of synthesizing complete task interfaces. We study RL task interface discovery from raw simulator state, where both observation mappings and reward functions must be generated. We propose LIMEN, a LLM guided evolutionary framework that produces candidate interfaces as executable programs and iteratively refines them using policy training feedback. Across novel discrete gridworld tasks and continuous control domains spanning locomotion and manipulation, joint evolution of observations and rewards consistently discovers effective interfaces without manual engineering, while optimizing either component alone often fails. These results demonstrate that automatic construction of RL interfaces from raw state can substantially reduce manual engineering and that observation and reward components frequently require co-design to enable successful learning."
286,https://openreview.net/forum?id=uuhJijtlWu,When to Plan: Learning to Select Between Reactive Control and Deliberative Planning,"It has long been recognized that humans have the ability to switch between fast, reactive decision-making and slower, deliberative planning.  In this paper, we study the question of how to learn this ability, known as meta-reasoning, in artificial agents. We model reactive decision-making as a policy that directly maps state observations to actions. Such policies can be trained with reinforcement learning (RL) or imitation learning, but may generalize poorly outside of their training distribution. Alternatively, model-based decision-time planning is more likely to produce good actions out-of-distribution but requires additional computation time, which delays acting. In this work, we introduce an RL method for training a meta-reasoning policy that allocates computation by conditioning on an uncertainty score from the reactive policy, enabling it to predict when the reactive policy is likely to perform poorly and when planning is needed. We conduct an empirical study on motion planning and navigation environments, showing that this design enables the meta-reasoning policy to learn when the reactive policy provides a good-enough action versus when decision-time planning is needed. Additionally, we show that our design enables the meta-agent to shift toward fully reactive control as the reactive policy improves."
289,https://openreview.net/forum?id=BnTmSB1NSR,Maximum Entropy Behavior Exploration for Sim2Real Zero-Shot Reinforcement Learning,"Zero-shot reinforcement learning (RL) algorithms aim to learn a family of policies from a reward-free dataset, and recover optimal policies for any reward function directly at test time. Naturally, the quality of the pretraining dataset determines the performance of the recovered policies across tasks. However, pre-collecting a relevant, diverse dataset without prior knowledge of the downstream tasks of interest remains a challenge. 
In this work, we study online zero-shot RL for quadrupedal control on real robotic systems, building upon the Forward-Backward (FB) algorithm. We observe that undirected exploration yields low-diversity data, leading to poor downstream performance and rendering policies impractical for direct hardware deployment. Therefore, we introduce FB-MEBE, an online zero-shot RL algorithm that combines an unsupervised behavior exploration strategy with a regularization critic. FB-MEBE promotes exploration by maximizing the entropy of the achieved behavior distribution. Additionally, a regularization critic shapes the recovered policies toward more natural and physically plausible behaviors. We empirically demonstrate that FB-MEBE achieves and improved performance compared to other exploration strategies in a range of simulated downstream tasks, and that it renders natural policies that can be seamlessly deployed to hardware without further finetuning."
291,https://openreview.net/forum?id=b0dpupOgRw,An Unreasonably Simple Approach to Safe RL,"An important problem in reinforcement learning is designing agents that learn to solve tasks safely in an environment. A common solution is to define either a penalty in the reward function or a cost to be minimised when reaching unsafe states. However, designing reward or cost functions to incentivise safe behaviours with maximal probability is non-trivial and can increase with the complexity of the problem. To address this, we propose a simple algorithm for agents to automatically learn the penalty for unsafe transitions while learning to solve the given task. Precisely, the agent keeps track of its lowest and highest estimated state-values, then simply uses their difference as the penalty for unsafe transitions. Importantly, our proposed algorithm can be used with any base reinforcement learning algorithm since it only modifies the rewards perceived by an agent, and introduces no new hyperparameters that would require tuning. Our experiments demonstrate the effectiveness of this approach in enabling agents to learn safe policies in high-dimensional continuous control environments."
310,https://openreview.net/forum?id=uLtDLZ1jN6,SegDAC: Visual Generalization in Reinforcement Learning via Dynamic Object Tokens,"Visual reinforcement learning policies trained on pixel observations often struggle to generalize when visual conditions change at test time. Object-centric representations are a promising alternative, but most approaches use fixed-size slot representations, require image reconstruction, or need auxiliary losses to learn object decompositions. As a result, it remains unclear how to learn RL policies directly from object-level inputs without these constraints. We propose SegDAC, a Segmentation-Driven Actor-Critic that operates on a variable-length set of object token embeddings. At each timestep, text-grounded segmentation produces object masks from which spatially aware token embeddings are extracted. A transformer-based actor-critic processes these dynamic tokens, using segment positional encoding to preserve spatial information across objects. We ablate these design choices and show that both segment positional encoding and variable-length processing are individually necessary for strong performance. We evaluate SegDAC on 8 ManiSkill3 manipulation tasks under 12 visual perturbation types across 3 difficulty levels. SegDAC improves over prior visual generalization methods by 15% on easy, 66% on medium, and 88% on the hardest settings. SegDAC matches the sample efficiency of the state-of-the-art visual RL methods while achieving improved generalization under visual changes."
311,https://openreview.net/forum?id=LCFnzxhKCy,Online KL-Regularized Reinforcement Learning with Function Approximation under Misspecification,"We study KL-regularized contextual bandits and episodic reinforcement learning (RL) under general function approximation with model misspecification. Existing guarantees rely on realizability and therefore do not extend to misspecified models, where classical regret bounds may fail. This work introduces KL misspecification formulations for contextual bandits and episodic RL and analyzes regression-based algorithms that via Gibbs policies updates. High-probability KL-regret guarantees with explicit misspecification terms are established, recovering the standard realizable KL-regularized setting as a special case."
312,https://openreview.net/forum?id=ac12l9Vnss,Conservative Value Priors: A Bayesian Path to Offline Reinforcement Learning,"Offline reinforcement learning (RL) seeks to improve a policy using only a fixed dataset of past interactions, without further environment exploration. To avoid overly optimistic decisions on uncertain or out-of-distribution actions, the learned policy should be supported by the data. Existing methods typically enforce this via heuristic modifications to objectives or value functions that encourage more conservative action selection. In contrast, we propose a principled alternative by introducing a conservative value prior, thereby modelling the belief that policies are expected to perform poorly unless the behavioural data provides evidence to the contrary. This yields a posterior that assigns high value only to supported actions, guiding the agent toward policies grounded in the data. Our approach thereby unifies Bayesian decision-making, uncertainty quantification and value regularisation while effectively mitigating distributional shift in offline RL.
We develop this framework in a model-free setting with theoretical analysis on deterministic environments. We then present an exact inference algorithm for small-scale problems and finally extend it to a scalable deep learning variant compatible with standard off-policy algorithms. Our method achieves strong performance on benchmark locomotion tasks, outperforming comparable model-free baselines."
318,https://openreview.net/forum?id=9t9sIBDmCP,Rationalizing Boltzmann Rationality: An Axiomatic Characterization of Entropy-Regularized Policies,"The softmax policy $\pi(a \mid s) \propto \exp(\beta Q(s,a))$ is the default model of stochastic choice in reinforcement learning. Various justifications based on robustness, exploration, and optimization have been offered in the RL literature, but none uniquely derives the softmax form from first principles. This leaves a basic tension unresolved: the entropy bonus in the soft Bellman equation violates the Independence axiom that underwrites the MDP reward structure. We dissolve this tension by distinguishing two kinds of randomness: chance and choice. By restricting VNM Independence to environmental lotteries over base prospects, we show that imposing IIA and monotonicity on the policy and value functions at choice nodes uniquely determines the Boltzmann policy, the entropy-regularized representation, and the soft Bellman equation. The choice between the soft and hard Bellman equations reduces to a design decision: whether the agent values its own ability to choose. We develop RL-specific consequences, including return monotonicity and convergence under generalized discounting, and synthesize independent traditions from economics and information theory that converge on the same structure, offering a normative assessment of when IIA is appropriate for agent design."
319,https://openreview.net/forum?id=qTokPiEcB1,Physical Atari: A Robust and Accessible Platform for Real-time Reinforcement Learning on Robots,"We built a robot called *the Robotroller* that actuates an Atari CX40+ controller, and we built a device called *the Atari Devbox* that renders the game frame and the reward signal from the Arcade Learning Environment on a screen. The Robotroller and the Atari Devbox, together with an off-the-shelf camera and a desktop computer, constitute a system that can be used to study reinforcement learning algorithms in the physical world. We call the full system *Physical Atari*.

In this paper, we detail the key decisions that make Physical Atari a robust and accessible platform. To make the system robust, we designed the Robotroller so that all movement is done through bearings, which reduces wear. Additionally, we wrote software that monitors the state of the servos at a high frequency and intervenes to limit forces. Our software plays a similar role to certain reflexes in humans. To make the system accessible, we used affordable off-the-shelf components and parts that can be manufactured using consumer 3D printers. Physical Atari can be built for under \$1,000 and has been used for weeks of non-stop reinforcement learning experiments without any mechanical failures. We used it to validate that reinforcement learning algorithms can learn directly on robots, without the need for a simulation or human data, and that even small distribution shifts between learning and deployment can significantly degrade the performance of policies."
322,https://openreview.net/forum?id=pZ4uNSBtnp,Building2Building: A Large Scale Benchmark for Generalizable Real-World Reinforcement Learning,"Reinforcement learning (RL) has achieved strong results in control, yet learned policies remain brittle to changes in dynamics, action spaces, observation spaces, or goals, a critical limitation for real-world deployment. Existing benchmarks offer limited diversity and complexity, making it difficult to rigorously study transfer, multi-task learning, and meta-learning in RL. We introduce Building2Building (B2B), a large-scale suite of realistic Heating, Ventilation, and Air Conditioning (HVAC) control environments built on EnergyPlus, a state-of-the-art building simulator. B2B is fully compatible with the Gymnasium interface and features a parametric building generator, enabling the systematic generation of diverse building configurations with heterogeneous observation and action spaces. Based on this suite, we define benchmark tasks targeting key open challenges in RL, including goal adaptation, dynamics adaptation, action-space shifts, and cross-domain transfer. By providing a large-scale, diverse, and physically grounded testbed with standardized evaluation protocols, B2B enables systematic investigation of generalization and transfer in continuous control. Beyond advancing research on generalization in RL, this new benchmark also carries significant societal implications by enabling improved HVAC control at scale, one of the most energy-intensive systems in buildings."
324,https://openreview.net/forum?id=0aVVjK0YGK,"Multi-Modal, Multi-Environment Machine Teaching for Robust Reward Learning","As autonomous agents are increasingly deployed across diverse operational contexts, aligning their behavior with human intent demands reward functions that remain robust to such changes rather than overfitting to any single operating condition. 
Inverse reinforcement learning (IRL) provides a principled way to infer such objectives from human feedback. 
However, existing machine teaching approaches for IRL focus on single-environment, demonstration-only settings, leaving underexplored how heterogeneous feedback modalities and environment dynamics jointly constrain reward functions that generalize across changing dynamics.
Because demonstrations in one MDP entangle reward information with that environment’s specific transition structure, the resulting rewards frequently fail to generalize when the agent is deployed under different dynamics. 
We first analyze how feedback modalities constrain rewards, showing theoretically that, in the unlimited-data regime of an arbitrary MDP, pairwise comparisons impose strictly stronger global constraints than other modalities, and further analyzing the finite-budget regime where demonstrations impose tighter reward constraints.
Beyond this theoretical analysis, we introduce a hierarchical machine teaching algorithm for IRL that operates across multiple MDPs. 
The algorithm first greedily selects informative environments that expose complementary reward constraints, then strategically queries low-cost feedback within those environments. 
Empirically, our method achieves substantially lower regret and stronger generalization to held-out environments than uniform teaching baselines under identical feedback budgets, demonstrating the importance of multi-environment, multi-modal teaching for learning dynamics-robust reward functions."
325,https://openreview.net/forum?id=oY2vpWxXHP,Approximate Next Policy Sampling: Replacing Conservative Target Policy Updates in Deep RL,"Conservative policy updates (small changes in policy space) are an integral part of most modern RL algorithms. Their origins trace back to a classic ""chicken-and-egg"" problem in policy improvement: To safely improve a policy, the value function must be accurate on the state-visitation distribution of the updated policy, which is unknown during training. Conservative updates keep the new state visitation distribution similar to the training data at the cost of making small policy updates.

This paper explores an alternative approach, Approximate Next Policy Sampling (ANPS), which shifts the state distribution of the training data toward that of the next policy. We present a bound that directly quantifies how performance of the updated policy depends on value function error under its own state visitation distribution, rather than the current policy’s. We then introduce *Stable Value Approximate Policy Iteration* (SV-API), a lightweight modification to approximate policy iteration that implements ANPS. SV-API holds the target policy fixed while an iteratively updated behavioral policy gathers relevant experience, only committing to a policy update once the value estimates have stabilized. SV-API matches or exceeds the performance of existing methods on high-dimensional discrete (Atari) and continuous control, while making substantially larger target policy updates. This demonstrates the viability of ANPS as an alternative approach to a classic challenge in RL."
326,https://openreview.net/forum?id=4vNNuzf28S,Hierarchical Behaviour Spaces,"Recent work in hierarchical reinforcement learning has shown success in scaling to billions of timesteps when learning over a set of predefined option reward functions. We show that, instead of using a single reward function per option, the reward functions can be effectively used to induce a space of behaviours, by letting the controller specify linear combinations over reward functions, allowing a more expressive set of policies to be represented. We call this method Hierarchical Behaviour Spaces (HBS). We evaluate HBS on the NetHack Learning Environment, demonstrating strong performance. We conduct a series of experiments and determine that, perhaps going against conventional wisdom, the benefits of hierarchy in our method come from increased exploration rather than long term reasoning."
329,https://openreview.net/forum?id=WS3ktoDnhl,Planning for Signaling in Low-Trust Environments,"In human-AI interaction, a low-trust environment could emerge when users are uncertain about the agent's capabilities, intentions, or reliability. This may hinder not only effective collaboration but also the adoption of extremely beneficial systems. In this study, we present a general framework to model such environments and a strategy to improve user trust, namely, through signaling behavior. Specifically, we propose two signaling techniques for an AI agent in low-trust environments. The first strategy is called preemptive commitment, in which the agent attempts to drive itself into a state from which it cannot violate any of the normative contracts. The second strategy is called legible avoidance, which involves the agent conveying that it is not trying to violate a contract in the normative contracts by moving away from the object of interest. We evaluated the performance of these strategies across standard MDP planning benchmarks and conducted a user study to investigate how users perceive preemptive commitment and legible avoidance signaling techniques, particularly their trust level when the agent demonstrates these techniques."
331,https://openreview.net/forum?id=aam5qGxyjc,Towards Affordable Energy: A Gymnasium Environment for Electric Utility Demand-Response Program,"Extreme weather and volatile wholesale electricity markets expose residential consumers to catastrophic financial risks, yet demand response at the distribution level remains an underutilized tool for grid flexibility. 
While a demand-response program can shield consumers by issuing financial credits during high-price periods, optimizing this sequential decision-making process presents a unique challenge for reinforcement learning despite the plentiful offline historical smart meter and wholesale pricing data available publicly. Offline historical data fails to capture the dynamic, interactive feedback loop between an electric utility's pricing signals and customer acceptance and adaptation to a demand-response program. 
To address this, we introduce DR-Gym, an open-source, online Gymnasium-compatible environment designed to train and evaluate demand-response from the electric utility's perspective. Unlike existing device-level energy simulators, our environment focuses on the market-level electric utility setting and provides a rich observational space relevant to the electric utility. The simulator additionally features a regime-switching wholesale price model calibrated to real-world extreme events, alongside physics-based building demand profiles. For our learning signal, we use a configurable, multi-objective reward function for specifying diverse learning objectives. We demonstrate through baseline strategies and data snapshots the capability of our simulator to create realistic and learnable environments."
334,https://openreview.net/forum?id=Jo0wi16oIP,FlowRL: A Taxonomy and Modular Framework for Reinforcement Learning with Diffusion Policies,"Thanks to their remarkable flexibility, diffusion models and flow models have emerged as promising candidates for policy representation. However, efficient reinforcement learning (RL) upon these policies remains a challenge due to the lack of explicit $\log$-probabilities for vanilla policy gradient estimators. While numerous attempts have been proposed to address this, the field lacks a unified perspective to reconcile these seemingly disparate methods, thus hampering ongoing development. In this paper, we bridge this gap by introducing a comprehensive taxonomy for RL algorithms with diffusion/flow policies. To support reproducibility and agile prototyping, we introduce a modular, JAX-based open-source codebase that leverages JIT-compilation for high-throughput training. Finally, we provide systematic and standardized benchmarks across Gym-Locomotion, DeepMind Control Suite, and IsaacLab, offering a rigorous side-by-side comparison of diffusion-based methods and guidance for practitioners to choose proper algorithms based on the application.  Our work establishes a clear foundation for understanding and algorithm design, a high-efficiency toolkit for future research in the field, and an algorithmic guideline for practitioners in generative models and robotics."
